acceptedScientificName,acceptedScientificNameID,class,data_source_title,family,genus,is_known_name,kingdom,order,phylum,scientificName,scientificNameID,species,supplied_name_string
Psidium guajava L.,5420380,Magnoliopsida,GBIF Backbone Taxonomy,Myrtaceae,Psidium,True,Plantae,Myrtales,Tracheophyta,Psidium guajava L.,5420380,Psidium guajava,Psidium guajava
"Saissetia neglecta De Lotto, 1969",5163430,Insecta,GBIF Backbone Taxonomy,Coccidae,Saissetia,True,Animalia,Hemiptera,Arthropoda,"Saissetia neglecta De Lotto, 1969",5163430,Saissetia neglecta,Saissetia neglecta
"Kilifia acuminata (Signoret, 1873)",5163553,Insecta,GBIF Backbone Taxonomy,Coccidae,Kilifia,True,Animalia,Hemiptera,Arthropoda,"Kilifia acuminata (Signoret, 1873)",5163553,Kilifia acuminata,Kilifia acuminata
"Kilifia deltoides De Lotto, 1965",5163561,Insecta,GBIF Backbone Taxonomy,Coccidae,Kilifia,True,Animalia,Hemiptera,Arthropoda,"Kilifia deltoides De Lotto, 1965",5163561,Kilifia deltoides,Kilifia deltoides
"Aleurothrixus floccosus (Maskell, 1896)",2012137,Insecta,GBIF Backbone Taxonomy,Aleyrodidae,Aleurothrixus,True,Animalia,Hemiptera,Arthropoda,"Aleurothrixus floccosus (Maskell, 1896)",2012137,Aleurothrixus floccosus,Aleurothrixus floccosus
"Parlatoria pergandii Comstock, 1881",5162255,Insecta,GBIF Backbone Taxonomy,Diaspididae,Parlatoria,True,Animalia,Hemiptera,Arthropoda,"Parlatoria pergandii Comstock, 1881",5162255,Parlatoria pergandii,Parlatoria pergandii
"Neotermes connexus Snyder, 1922",2007333,Insecta,GBIF Backbone Taxonomy,Kalotermitidae,Neotermes,True,Animalia,Isoptera,Arthropoda,"Neotermes connexus Snyder, 1922",2007333,Neotermes connexus,Neotermes connexus
"Dudua aprobola Meyrick, 1886",1740828,Insecta,GBIF Backbone Taxonomy,Tortricidae,Dudua,True,Animalia,Lepidoptera,Arthropoda,"Dudua aprobola Meyrick, 1886",1740828,Dudua aprobola,Dudua aprobola
"Anua tongaensis Hampson, 1913",1779563,Insecta,GBIF Backbone Taxonomy,Noctuidae,Anua,True,Animalia,Lepidoptera,Arthropoda,"Anua tongaensis Hampson, 1913",1779563,Anua tongaensis,Anua tongaensis
"Strepsicrates ejectana Walker, 1863",1743319,Insecta,GBIF Backbone Taxonomy,Tortricidae,Strepsicrates,True,Animalia,Lepidoptera,Arthropoda,"Strepsicrates ejectana Walker, 1863",1743319,Strepsicrates ejectana,Strepsicrates ejectana
Erythrina variegata L.,5349581,Magnoliopsida,GBIF Backbone Taxonomy,Fabaceae,Erythrina,True,Plantae,Fabales,Tracheophyta,Erythrina variegata L.,5349581,Erythrina variegata,Erythrina variegata
"Saissetia miranda (Cockerell & Parrott in Cockerell, 1899)",8259259,Insecta,GBIF Backbone Taxonomy,Coccidae,Saissetia,True,Animalia,Hemiptera,Arthropoda,"Saissetia miranda (Cockerell & Parrott in Cockerell, 1899)",8259259,Saissetia miranda,Saissetia miranda
"Agathodes ostentalis Geyer, 1837",5127097,Insecta,GBIF Backbone Taxonomy,Crambidae,Agathodes,True,Animalia,Lepidoptera,Arthropoda,"Agathodes ostentalis Geyer, 1837",5127097,Agathodes ostentalis,Agathodes ostentalis
Casuarina equisetifolia Blanco,7582441,Magnoliopsida,GBIF Backbone Taxonomy,Casuarinaceae,Casuarina,True,Plantae,Fagales,Tracheophyta,Casuarina equisetifolia Blanco,7582441,Casuarina equisetifolia,Casuarina equisetifolia
Artocarpus heterophyllus Lam.,2984565,Magnoliopsida,GBIF Backbone Taxonomy,Moraceae,Artocarpus,True,Plantae,Rosales,Tracheophyta,Artocarpus heterophyllus Lam.,2984565,Artocarpus heterophyllus,Artocarpus heterophyllus
Calophyllum inophyllum L.,5421065,Magnoliopsida,GBIF Backbone Taxonomy,Calophyllaceae,Calophyllum,True,Plantae,Malpighiales,Tracheophyta,Calophyllum inophyllum,8619169,Calophyllum inophyllum,Calophyllum inophyllum
Citrus L.,3190155,Magnoliopsida,GBIF Backbone Taxonomy,Rutaceae,Citrus,True,Plantae,Sapindales,Tracheophyta,Citrus L.,3190155,,Citrus
"Eotetranychus cendanai Rimando, 1962",2129742,Arachnida,GBIF Backbone Taxonomy,Tetranychidae,Eotetranychus,True,Animalia,Prostigmata,Arthropoda,"Eotetranychus cendanai Rimando, 1962",2129742,Eotetranychus cendanai,Eotetranychus cendanai
"Daealus Zimmerman, 1942",4745629,Insecta,GBIF Backbone Taxonomy,Curculionidae,Daealus,True,Animalia,Coleoptera,Arthropoda,"Daealus Zimmerman, 1942",4745629,,Daealus
"Protaetia fusca (Herbst, 1790)",1080274,Insecta,GBIF Backbone Taxonomy,Cetoniidae,Protaetia,True,Animalia,Coleoptera,Arthropoda,"Protaetia fusca (Herbst, 1790)",1080274,Protaetia fusca,Protaetia fusca
Chrysobothris costata,129210105,,Index to Organism Names,,,True,,,,Chrysobothris costata,129210105,,Chrysobothris costata
Agrilus occipitalis,12292567,,Union 4,Buprestidae,Agrilus,True,,,,Agrilus occipitalis,12292567,,Agrilus occipitalis
"Unaspis citri (Comstock, 1883)",7911763,Insecta,GBIF Backbone Taxonomy,Diaspididae,Unaspis,True,Animalia,Hemiptera,Arthropoda,"Unaspis citri (Comstock, 1883)",7911763,Unaspis citri,Unaspis citri
"Aphis spiraecola Patch, 1914",2072761,Insecta,GBIF Backbone Taxonomy,Aphididae,Aphis,True,Animalia,Hemiptera,Arthropoda,"Aphis citricola Del Guercio, 1917",2072191,Aphis spiraecola,Aphis citricola
"Aleurocanthus spiniferus (Quaintance, 1903)",2012158,Insecta,GBIF Backbone Taxonomy,Aleyrodidae,Aleurocanthus,True,Animalia,Hemiptera,Arthropoda,"Aleurocanthus spiniferus (Quaintance, 1903)",2012158,Aleurocanthus spiniferus,Aleurocanthus spiniferus
"Singhiella citrifolii (Morgan, 1893)",7731255,Insecta,GBIF Backbone Taxonomy,Aleyrodidae,Singhiella,True,Animalia,Hemiptera,Arthropoda,"Dialeurodes citrifolii (Morgan, 1893)",2012141,Singhiella citrifolii,Dialeurodes citrifolii
"Parlatoria ziziphi (Lucas, 1853)",8416592,Insecta,GBIF Backbone Taxonomy,Diaspididae,Parlatoria,True,Animalia,Hemiptera,Arthropoda,"Parlatoria zizyphus Cockerell, 1900",5162278,Parlatoria ziziphi,Parlatoria zizyphus
"Lepidosaphes gloverii (Packard, 1869)",8215075,Insecta,GBIF Backbone Taxonomy,Diaspididae,Lepidosaphes,True,Animalia,Hemiptera,Arthropoda,"Lepidosaphes gloverii Kirkaldy, 1902",2089039,Lepidosaphes gloverii,Lepidosaphes gloverii
"Pseudococcus cryptus Hempel, 1918",2095244,Insecta,GBIF Backbone Taxonomy,Pseudococcidae,Pseudococcus,True,Animalia,Hemiptera,Arthropoda,"Pseudococcus citriculus Green, 1922",2095245,Pseudococcus cryptus,Pseudococcus citriculus
"Hemiberlesia palmae (Cockerell, 1893)",2083914,Insecta,GBIF Backbone Taxonomy,Diaspididae,Hemiberlesia,True,Animalia,Hemiptera,Arthropoda,"Abgrallaspis palmae Balachowsky, 1948",2083915,Hemiberlesia palmae,Abgrallaspis palmae
"Parlatoria cinerea Hadden in Doane & Hadden, 1909",5162198,Insecta,GBIF Backbone Taxonomy,Diaspididae,Parlatoria,True,Animalia,Hemiptera,Arthropoda,"Parlatoria cinerea Hadden in Doane & Hadden, 1909",5162198,Parlatoria cinerea,Parlatoria cinerea
"Adoxophyes fasciculana Walker, 1866",1740443,Insecta,GBIF Backbone Taxonomy,Tortricidae,Adoxophyes,True,Animalia,Lepidoptera,Arthropoda,"Adoxophyes fasciculana Walker, 1866",1740443,Adoxophyes fasciculana,Adoxophyes fasciculana
"Cryptophlebia peltastica Meyrick, 1921",1736963,Insecta,GBIF Backbone Taxonomy,Tortricidae,Cryptophlebia,True,Animalia,Lepidoptera,Arthropoda,"Cryptophlebia peltastica Meyrick, 1921",1736963,Cryptophlebia peltastica,Cryptophlebia peltastica
"Phyllocnistis citrella Stainton, 1856",1749580,Insecta,GBIF Backbone Taxonomy,Gracillariidae,Phyllocnistis,True,Animalia,Lepidoptera,Arthropoda,"Phyllocnistis citrella Stainton, 1856",1749580,Phyllocnistis citrella,Phyllocnistis citrella
"Papilio polytes Linnaeus, 1758",1938088,Insecta,GBIF Backbone Taxonomy,Papilionidae,Papilio,True,Animalia,Lepidoptera,Arthropoda,"Papilio polytes Linnaeus, 1758",1938088,Papilio polytes,Papilio polytes
"Prays citri Millière, 1873",1830823,Insecta,GBIF Backbone Taxonomy,Yponomeutidae,Prays,True,Animalia,Lepidoptera,Arthropoda,"Prays citri Millière, 1873",1830823,Prays citri,Prays citri
Zea mays L.,5290052,Liliopsida,GBIF Backbone Taxonomy,Poaceae,Zea,True,Plantae,Poales,Tracheophyta,Zea mays L.,5290052,Zea mays,Zea mays
Phyllophaga bipunctata,96589797,,uBio NameBank,,,True,,,,Phyllophaga bipunctata,96589797,,Phyllophaga bipunctata
"Sitophilus oryzae Schoenherr, 1838",8383943,Insecta,GBIF Backbone Taxonomy,Dryophthoridae,Sitophilus,True,Animalia,Coleoptera,Arthropoda,"Sitophilus oryzae Schoenherr, 1838",8383943,Sitophilus oryzae,Sitophilus oryzae
"Pseudonapomyza spicata (Malloch, 1914)",1553913,Insecta,GBIF Backbone Taxonomy,Agromyzidae,Pseudonapomyza,True,Animalia,Diptera,Arthropoda,"Pseudonapomyza spicata (Malloch, 1914)",1553913,Pseudonapomyza spicata,Pseudonapomyza spicata
"Creontiades pacificus (Stål, 1859)",5866589,Insecta,GBIF Backbone Taxonomy,Miridae,Creontiades,True,Animalia,Hemiptera,Arthropoda,"Creontiades pallidifer (Walker, 1873)",4776870,Creontiades pacificus,Creontiades pallidifer
"Saccharicoccus sacchari (Cockerell, 1895)",2093000,Insecta,GBIF Backbone Taxonomy,Pseudococcidae,Saccharicoccus,True,Animalia,Hemiptera,Arthropoda,"Saccharicoccus sacchari Ferris, 1950",7776753,Saccharicoccus sacchari,Saccharicoccus sacchari
"Peregrinus maidis (Ashmead, 1890)",5156453,Insecta,GBIF Backbone Taxonomy,Delphacidae,Peregrinus,True,Animalia,Hemiptera,Arthropoda,"Peregrinus maidis (Ashmead, 1890)",5156453,Peregrinus maidis,Peregrinus maidis
"Rhopalosiphum maidis (Fitch, 1856)",2069572,Insecta,GBIF Backbone Taxonomy,Aphididae,Rhopalosiphum,True,Animalia,Hemiptera,Arthropoda,"Rhopalosiphum maidis (Fitch, 1856)",2069572,Rhopalosiphum maidis,Rhopalosiphum maidis
Cicadulina bipunctella,126208824,,Index to Organism Names,,,True,,,,Cicadulina bipunctella,126208824,,Cicadulina bipunctella
Marasmia trapezalis,36871057,,EOL,,,True,,,,Marasmia trapezalis,36871057,,Marasmia trapezalis
"Melanitis leda Linnaeus, 1758",1895956,Insecta,GBIF Backbone Taxonomy,Nymphalidae,Melanitis,True,Animalia,Lepidoptera,Arthropoda,"Melanitis leda Linnaeus, 1758",1895956,Melanitis leda,Melanitis leda
"Ruspolia differens (Serville, 1838)",5096598,Insecta,GBIF Backbone Taxonomy,Tettigoniidae,Ruspolia,True,Animalia,Orthoptera,Arthropoda,"Conocephalus longipennis Redtenbacher, 1891",7696970,Ruspolia differens,Conocephalus longipennis
"Oxya japonica (Thunberg, 1815)",1700933,Insecta,GBIF Backbone Taxonomy,Acrididae,Oxya,True,Animalia,Orthoptera,Arthropoda,"Oxya japonica (Thunberg, 1815)",1700933,Oxya japonica,Oxya japonica
Locusta migratoria manilensis,229990,Insecta,NCBI,Acrididae,Locusta,True,Metazoa,Orthoptera,Arthropoda,Locusta migratoria manilensis,229990,Locusta migratoria,Locusta migratoria manilensis
"Aiolopus thalassinus subsp. dubius Willemse, 1923",6255622,Insecta,GBIF Backbone Taxonomy,Acrididae,Aiolopus,True,Animalia,Orthoptera,Arthropoda,"Aiolopus thalassinus subsp. dubius Willemse, 1923",6255622,Aiolopus thalassinus,Aiolopus thalassinus dubius
"Oxya hyla Serville, 1831",1700953,Insecta,GBIF Backbone Taxonomy,Acrididae,Oxya,True,Animalia,Orthoptera,Arthropoda,"Oxya hyla Johnston, H.B., 1956",8315471,Oxya hyla,Oxya hyla
Mangifera sylvatica Roxb.,3662046,Magnoliopsida,GBIF Backbone Taxonomy,Anacardiaceae,Mangifera,True,Plantae,Sapindales,Tracheophyta,Mangifera indica Wall.,7861102,Mangifera sylvatica,Mangifera indica
Rhyparida Carolina,128294180,,Index to Organism Names,,,True,,,,Rhyparida Carolina,128294180,,Rhyparida carolina
"Sternochetus mangiferae (Fabricius, 1775)",4292415,Insecta,GBIF Backbone Taxonomy,Curculionidae,Sternochetus,True,Animalia,Coleoptera,Arthropoda,"Sternochetus mangiferae (Fabricius, 1775)",4292415,Sternochetus mangiferae,Sternochetus mangiferae
Cryptorhynchus mangiferae Dejean,1194073,Insecta,GBIF Backbone Taxonomy,Curculionidae,Cryptorhynchus,True,Animalia,Coleoptera,Arthropoda,Cryptorhynchus mangiferae Dejean,1194073,Cryptorhynchus mangiferae,Cryptorhynchus mangiferae
"Semelaspidus mangiferae Takahashi, 1939",2082707,Insecta,GBIF Backbone Taxonomy,Diaspididae,Semelaspidus,True,Animalia,Hemiptera,Arthropoda,"Semelaspidus mangiferae Takahashi, 1939",2082707,Semelaspidus mangiferae,Semelaspidus mangiferae
"Pinnaspis Cockerell, 1892",2086145,Insecta,GBIF Backbone Taxonomy,Diaspididae,Pinnaspis,True,Animalia,Hemiptera,Arthropoda,"Pinnaspis Cockerell, 1892",2086145,,Pinnaspis
"Melanaspis bromiliae (Leonardi, 1899)",7450112,Insecta,GBIF Backbone Taxonomy,Diaspididae,Melanaspis,True,Animalia,Hemiptera,Arthropoda,"Melanaspis bromeliae Gill, 1997",8179871,Melanaspis bromiliae,Melanaspis bromeliae
"Radionaspis indica (Marlatt, 1908)",8302527,Insecta,GBIF Backbone Taxonomy,Diaspididae,Radionaspis,True,Animalia,Hemiptera,Arthropoda,"Radionaspis indica (Marlatt, 1908)",8302527,Radionaspis indica,Radionaspis indica
"Penicillaria jocosatrix Guenée, 1852",5112440,Insecta,GBIF Backbone Taxonomy,Noctuidae,Penicillaria,True,Animalia,Lepidoptera,Arthropoda,"Penicillaria jocosatrix Guenée, 1852",5112440,Penicillaria jocosatrix,Penicillaria jocosatrix
"Anisodes illepidaria Guenée, 1858",1966736,Insecta,GBIF Backbone Taxonomy,Geometridae,Anisodes,True,Animalia,Lepidoptera,Arthropoda,"Anisodes illepidaria Guenée, 1858",1966736,Anisodes illepidaria,Anisodes illepidaria
Eugenia malaccensis Reinw. ex Blume,7907394,Magnoliopsida,GBIF Backbone Taxonomy,Myrtaceae,Eugenia,True,Plantae,Myrtales,Tracheophyta,Eugenia malaccensis Reinw.,8543827,Eugenia malaccensis,Eugenia malaccensis
"Bactrocera ochrosiae (Malloch, 1942)",8353826,Insecta,GBIF Backbone Taxonomy,Tephritidae,Bactrocera,True,Animalia,Diptera,Arthropoda,"Dacus ochrosiae Malloch, 1942",1626713,Bactrocera ochrosiae,Dacus ochrosiae
"Trioza vitiensis (Kirkaldy, 1907)",5153672,Insecta,GBIF Backbone Taxonomy,Triozidae,Trioza,True,Animalia,Hemiptera,Arthropoda,"Trioza vitiensis (Kirkaldy, 1907)",5153672,Trioza vitiensis,Trioza vitiensis
Abelmoschus esculentus (L.) Moench,3152707,Magnoliopsida,GBIF Backbone Taxonomy,Malvaceae,Abelmoschus,True,Plantae,Malvales,Tracheophyta,Abelmoschus esculentus (L.) Moench,3152707,Abelmoschus esculentus,Abelmoschus esculentus
"Mesohomotoma hibisci (Froggatt, 1901)",2014517,Insecta,GBIF Backbone Taxonomy,Carsidaridae,Mesohomotoma,True,Animalia,Hemiptera,Arthropoda,"Mesohomotoma hibisci (Froggatt, 1901)",2014517,Mesohomotoma hibisci,Mesohomotoma hibisci
Anomis flava NPV,8576952,,GBIF Backbone Taxonomy,Baculoviridae,Nucleopolyhedrovirus,True,,,,Anomis flava NPV,8576952,Anomis flava,Anomis flava
"Earias vitella Sherborn, 1902",1803059,Insecta,GBIF Backbone Taxonomy,Nolidae,Earias,True,Animalia,Lepidoptera,Arthropoda,"Earias vitella Sherborn, 1902",1803059,Earias vitella,Earias vitella
Allium cepa L.,2857697,Liliopsida,GBIF Backbone Taxonomy,Amaryllidaceae,Allium,True,Plantae,Asparagales,Tracheophyta,Allium cepa L.,2857697,Allium cepa,Allium cepa
"Atractomorpha psittacina (Haan, 1842)",5101013,Insecta,GBIF Backbone Taxonomy,Pyrgomorphidae,Atractomorpha,True,Animalia,Orthoptera,Arthropoda,"Atractomorpha psittacina (Haan, 1842)",5101013,Atractomorpha psittacina,Atractomorpha psittacina
Carica papaya L.,2874484,Magnoliopsida,GBIF Backbone Taxonomy,Caricaceae,Carica,True,Plantae,Brassicales,Tracheophyta,Carica papaya L.,2874484,Carica papaya,Carica papaya
"Euphranta lemniscata (Enderlein, 1911)",1621932,Insecta,GBIF Backbone Taxonomy,Tephritidae,Euphranta,True,Animalia,Diptera,Arthropoda,"Euphranta lemniscata (Enderlein, 1911)",1621932,Euphranta lemniscata,Euphranta lemniscata
"Philophylla bisecta (Hardy & Adachi, 1956)",1622294,Insecta,GBIF Backbone Taxonomy,Tephritidae,Philophylla,True,Animalia,Diptera,Arthropoda,"Hendelina bisecta Hardy & Adachi, 1956",1622295,Philophylla bisecta,Hendelina bisecta
"Fulvius angustatus Usinger, 1946",7411079,Insecta,GBIF Backbone Taxonomy,Miridae,Fulvius,True,Animalia,Hemiptera,Arthropoda,"Fulvius angustatus Usinger, 1946",7411079,Fulvius angustatus,Fulvius angustatus
Ananas comosus (L.) Merr.,5288819,Liliopsida,GBIF Backbone Taxonomy,Bromeliaceae,Ananas,True,Plantae,Poales,Tracheophyta,Ananas comosus (L.) Merr.,5288819,Ananas comosus,Ananas comosus
"Diaspis bromeliae (Kerner, 1778)",8075301,Insecta,GBIF Backbone Taxonomy,Diaspididae,Diaspis,True,Animalia,Hemiptera,Arthropoda,"Diaspis bromeliae (Kerner, 1778)",8075301,Diaspis bromeliae,Diaspis bromeliae
"Teleogryllus oceanicus (Le Guillou, 1841)",1723426,Insecta,GBIF Backbone Taxonomy,Gryllidae,Teleogryllus,True,Animalia,Orthoptera,Arthropoda,"Teleogryllus oceanicus (Le Guillou, 1841)",1723426,Teleogryllus oceanicus,Teleogryllus oceanicus
Punica granatum L.,5420901,Magnoliopsida,GBIF Backbone Taxonomy,Lythraceae,Punica,True,Plantae,Myrtales,Tracheophyta,Punica granatum L.,5420901,Punica granatum,Punica granatum
Solanum etuberosum Lindl.,2930259,Magnoliopsida,GBIF Backbone Taxonomy,Solanaceae,Solanum,True,Plantae,Solanales,Tracheophyta,Solanum tuberosum Bertero ex Walp.,8290323,Solanum etuberosum,Solanum tuberosum
Raphanus sativus,3040963,Magnoliopsida,GBIF Backbone Taxonomy,Brassicaceae,Raphanus,True,Plantae,Brassicales,Tracheophyta,Raphanus sativus,3040963,Raphanus sativus,Raphanus sativus
Capsicum L.,2932937,Magnoliopsida,GBIF Backbone Taxonomy,Solanaceae,Capsicum,True,Plantae,Solanales,Tracheophyta,Capsicum L.,2932937,,Capsicum
"Chloriona Fieber, 1866",2054377,Insecta,GBIF Backbone Taxonomy,Delphacidae,Chloriona,False,Animalia,Hemiptera,Arthropoda,"Chloriona Fieber, 1866",2054377,,Chloriona formosella
Oryza sativa L.,2703459,Liliopsida,GBIF Backbone Taxonomy,Poaceae,Oryza,True,Plantae,Poales,Tracheophyta,Oryza sativa L.,2703459,Oryza sativa,Oryza sativa
Leptocorixa acuta,127776793,,Index to Organism Names,,,True,,,,Leptocorixa acuta,127776793,,Leptocorixa acuta
"Sogatella furcifera (Horváth, 1899)",4777382,Insecta,GBIF Backbone Taxonomy,Delphacidae,Sogatella,True,Animalia,Hemiptera,Arthropoda,"Sogatella furcifera (Horváth, 1899)",4777382,Sogatella furcifera,Sogatella furcifera
"Nephotettix apicalis (Motschulsky, 1859)",4290058,Insecta,GBIF Backbone Taxonomy,Cicadellidae,Nephotettix,True,Animalia,Hemiptera,Arthropoda,"Nephotettix apicalis (Motschulsky, 1859)",4290058,Nephotettix apicalis,Nephotettix apicalis
"Nilaparvata lugens (Stål, 1854)",2056628,Insecta,GBIF Backbone Taxonomy,Delphacidae,Nilaparvata,True,Animalia,Hemiptera,Arthropoda,"Nilaparvata lugens (Stål, 1854)",2056628,Nilaparvata lugens,Nilaparvata lugens
"Sthenaridea rufescens (Poppius, 1915)",4776488,Insecta,GBIF Backbone Taxonomy,Miridae,Sthenaridea,True,Animalia,Hemiptera,Arthropoda,"Orthotylellus pallescens Usinger, 1946",4776492,Sthenaridea rufescens,Orthotylellus pallescens
"Proboscidocoris malayus Reuter, 1908",6130202,Insecta,GBIF Backbone Taxonomy,Miridae,Proboscidocoris,True,Animalia,Hemiptera,Arthropoda,"Proboscidocoris malayus Reuter, 1908",6130202,Proboscidocoris malayus,Proboscidocoris malayus
,,,,,,False,,,,,,,Grammarodes geometrica
Nymphula fluctuosalis Zeller 1852,105420213,,Bishop Museum,,,True,,,,Nymphula fluctuosalis Zeller 1852,105420213,,Nymphula fluctuosalis
Mythimna loreyi,667449,Insecta,NCBI,Noctuidae,Mythimna,True,Metazoa,Lepidoptera,Arthropoda,Mythimna loreyi,667449,Mythimna loreyi,Mythimna loreyi
Susumia exigua,125628718,,Index to Organism Names,,,True,,,,Susumia exigua,125628718,,Susumia exigua
"Euconocephalus nasutus (Thunberg, 1815)",1689407,Insecta,GBIF Backbone Taxonomy,Tettigoniidae,Euconocephalus,True,Animalia,Orthoptera,Arthropoda,"Euconocephalus nasutus (Thunberg, 1815)",1689407,Euconocephalus nasutus,Euconocephalus nasutus
Bolacidothrips orizae,128157251,,Index to Organism Names,,,True,,,,Bolacidothrips orizae,128157251,,Bolacidothrips orizae
Rosa,8063096,Magnoliopsida,GBIF Backbone Taxonomy,Rosaceae,Rosa,True,Plantae,Rosales,Tracheophyta,Rosa,8063096,Rosa,Rosa
Pandanus L. f.,7541050,Liliopsida,GBIF Backbone Taxonomy,Pandanaceae,Pandanus,True,Plantae,Pandanales,Tracheophyta,Pandanus L. f.,7541050,,Pandanus
Oxycephala pandani Gressitt 1955,128109674,,Index to Organism Names,,,True,,,,Oxycephala pandani Gressitt 1955,128109674,,Oxycephala pandani
"Oxycephala Hong, 1979",6007155,Insecta,GBIF Backbone Taxonomy,,Oxycephala,False,Animalia,Hemiptera,Arthropoda,"Oxycephala Hong, 1979",6007155,,Oxycephala spaethi
"Laminicoccus pandani (Cockerell, 1895)",2094721,Insecta,GBIF Backbone Taxonomy,Pseudococcidae,Laminicoccus,True,Animalia,Hemiptera,Arthropoda,"Laminicoccus pandani (Cockerell, 1895)",2094721,Laminicoccus pandani,Laminicoccus pandani
"Turbinococcus pandanicola (Takahashi, 1941)",2095026,Insecta,GBIF Backbone Taxonomy,Pseudococcidae,Turbinococcus,True,Animalia,Hemiptera,Arthropoda,"Turbinococcus pandanicola Beardsley, 1966",7772002,Turbinococcus pandanicola,Turbinococcus pandanicola
"Myndus irreptor Fennah, 1956",7666701,Insecta,GBIF Backbone Taxonomy,Cixiidae,Myndus,True,Animalia,Hemiptera,Arthropoda,"Myndus irreptor Fennah, 1956",7666701,Myndus irreptor,Myndus irreptor
"Myndus palawanensis Muir, 1923",2058206,Insecta,GBIF Backbone Taxonomy,Cixiidae,Myndus,True,Animalia,Hemiptera,Arthropoda,"Myndus palawanensis Muir, 1923",2058206,Myndus palawanensis,Myndus palawanensis
"Swezeyaria viridana Metcalf, 1946",2061071,Insecta,GBIF Backbone Taxonomy,Tropiduchidae,Swezeyaria,True,Animalia,Hemiptera,Arthropoda,"Swezeyaria viridana Metcalf, 1946",2061071,Swezeyaria viridana,Swezeyaria viridana
"Scalabis punctatella (Melichar, 1906)",2051239,Insecta,GBIF Backbone Taxonomy,Nogodinidae,Scalabis,True,Animalia,Hemiptera,Arthropoda,"Capelopterum punctatellum Melichar, 1906",2051240,Scalabis punctatella,Capelopterum punctatellum
"Neosimmondsia esakii Takahashi, 1939",2093388,Insecta,GBIF Backbone Taxonomy,Pseudococcidae,Neosimmondsia,True,Animalia,Hemiptera,Arthropoda,"Neosimmondsia esakii Takahashi, 1939",2093388,Neosimmondsia esakii,Neosimmondsia esakii
Myndus bifurcatus Metcalf 1946,128338397,,Index to Organism Names,,,True,,,,Myndus bifurcatus Metcalf 1946,128338397,,Myndus bifurcatus
"Paralecanium carolinensis Beardsley, 1966",2091316,Insecta,GBIF Backbone Taxonomy,Coccidae,Paralecanium,True,Animalia,Hemiptera,Arthropoda,"Paralecanium carolinensis Beardsley, 1966",2091316,Paralecanium carolinensis,Paralecanium carolinensis
"Pandanicola pandani (Takahashi, 1939)",8303652,Insecta,GBIF Backbone Taxonomy,Pseudococcidae,Pandanicola,True,Animalia,Hemiptera,Arthropoda,"Pandanicola pandani Beardsley, 1966",5164008,Pandanicola pandani,Pandanicola pandani
"Nesorhamma chalcas Fennah, 1956",2061609,Insecta,GBIF Backbone Taxonomy,Derbidae,Nesorhamma,True,Animalia,Hemiptera,Arthropoda,"Nesorhamma chalcas Fennah, 1956",2061609,Nesorhamma chalcas,Nesorhamma chalcas
"Myndus dibaphus Fennah, 1956",7532763,Insecta,GBIF Backbone Taxonomy,Cixiidae,Myndus,True,Animalia,Hemiptera,Arthropoda,"Myndus dibaphus Fennah, 1956",7532763,Myndus dibaphus,Myndus dibaphus
"Laminicoccus pandanicola (Takahashi, 1939)",2094719,Insecta,GBIF Backbone Taxonomy,Pseudococcidae,Laminicoccus,True,Animalia,Hemiptera,Arthropoda,"Pseudococcus pandanicola Takahashi, 1939",2094720,Laminicoccus pandanicola,Pseudococcus pandanicola
"Batracomorphus atrifrons Metcalf, 1946",2040930,Insecta,GBIF Backbone Taxonomy,Cicadellidae,Batracomorphus,False,Animalia,Hemiptera,Arthropoda,"Batracomorphus atrifrons Metcalf, 1946",2040930,Batracomorphus atrifrons,Batrachomorphus atrifrons
"Pandanicola esakii (Takahashi, 1942)",7980864,Insecta,GBIF Backbone Taxonomy,Pseudococcidae,Pandanicola,True,Animalia,Hemiptera,Arthropoda,"Pandanicola esakii (Takahashi, 1942)",7980864,Pandanicola esakii,Pandanicola esakii
"Armacia clara (Stål, 1859)",2057572,Insecta,GBIF Backbone Taxonomy,Ricaniidae,Armacia,True,Animalia,Hemiptera,Arthropoda,"Armacia clara (Stål, 1859)",2057572,Armacia clara,Armacia clara
"Trissodoris Meyrick, 1914",1842650,Insecta,GBIF Backbone Taxonomy,Cosmopterigidae,Trissodoris,False,Animalia,Lepidoptera,Arthropoda,"Trissodoris Meyrick, 1914",1842650,,Trissodoris guamensis
"Megacrania batesii Kirby, 1896",1413767,Insecta,GBIF Backbone Taxonomy,Phasmatidae,Megacrania,True,Animalia,Phasmida,Arthropoda,"Megacrania batesii Kirby, 1896",1413767,Megacrania batesii,Megacrania batesii
Coccoloba L.,7461070,Magnoliopsida,GBIF Backbone Taxonomy,Polygonaceae,Coccoloba,True,Plantae,Caryophyllales,Tracheophyta,Coccoloba L.,7461070,,Coccoloba
Hyparrhenia dichroa (Steud.) Stapf,4147266,Liliopsida,GBIF Backbone Taxonomy,Poaceae,Hyparrhenia,True,Plantae,Poales,Tracheophyta,Sorghum bicolor Kuntze,7827588,Hyparrhenia dichroa,Sorghum bicolor
"Dysmicoccus boninsis (Kuwana, 1909)",7969793,Insecta,GBIF Backbone Taxonomy,Pseudococcidae,Dysmicoccus,True,Animalia,Hemiptera,Arthropoda,"Dysmicoccus boninsis (Kuwana, 1909)",7969793,Dysmicoccus boninsis,Dysmicoccus boninsis
